col1	col2	col3	eda	hr	temp
22.0	-58.0	-14.0	0.477879	86.28	34.79
22.0	-58.0	-14.0	0.477879	86.27	34.83
22.0	-58.0	-14.0	0.477879	86.25	34.83
22.0	-58.0	-14.0	0.477879	86.25	34.83
21.0	-58.0	-14.0	0.477879	86.25	34.81
22.0	-58.0	-14.0	0.47659799999999997	86.25	34.83
22.0	-58.0	-14.0	0.477879	86.25	34.81
22.0	-58.0	-14.0	0.477879	86.23	34.83
22.0	-58.0	-14.0	0.47916000000000003	86.22	34.83
22.0	-58.0	-14.0	0.477879	86.2	34.81
22.0	-58.0	-14.0	0.47916000000000003	86.2	34.83
22.0	-58.0	-14.0	0.477879	86.2	34.81
22.0	-58.0	-14.0	0.47916000000000003	86.2	34.81
21.0	-58.0	-14.0	0.477879	86.2	34.84
22.0	-57.0	-15.0	0.477879	86.2	34.83
22.0	-58.0	-14.0	0.477879	86.2	34.83
22.0	-58.0	-14.0	0.477879	86.2	34.83
22.0	-58.0	-14.0	0.480441	86.2	34.83
22.0	-58.0	-14.0	0.47916000000000003	86.2	34.83
22.0	-58.0	-14.0	0.47916000000000003	86.18	34.83
22.0	-57.0	-14.0	0.47916000000000003	86.17	34.83
22.0	-58.0	-14.0	0.47916000000000003	86.15	34.83
22.0	-58.0	-14.0	0.47916000000000003	86.13	34.84
22.0	-58.0	-14.0	0.48172200000000004	86.12	34.81
22.0	-58.0	-14.0	0.480441	86.08	34.81
22.0	-58.0	-14.0	0.47916000000000003	86.05	34.83
22.0	-58.0	-14.0	0.480441	86.02	34.81
22.0	-58.0	-14.0	0.47916000000000003	85.98	34.81
22.0	-58.0	-14.0	0.480441	85.95	34.84
22.0	-58.0	-14.0	0.480441	85.92	34.83
22.0	-58.0	-14.0	0.477879	85.88	34.81
21.0	-58.0	-14.0	0.480441	85.85	34.81
22.0	-58.0	-14.0	0.47916000000000003	85.82	34.83
22.0	-58.0	-14.0	0.47916000000000003	85.78	34.84
21.0	-58.0	-14.0	0.480441	85.75	34.84
22.0	-58.0	-14.0	0.47916000000000003	85.72	34.84
22.0	-58.0	-14.0	0.480441	85.68	34.84
22.0	-58.0	-14.0	0.47916000000000003	85.65	34.84
22.0	-58.0	-14.0	0.47916000000000003	85.62	34.84
22.0	-58.0	-14.0	0.480441	85.58	34.87
21.0	-58.0	-14.0	0.47916000000000003	85.55	34.84
22.0	-58.0	-14.0	0.480441	85.52	34.84
22.0	-58.0	-14.0	0.480441	85.48	34.84
22.0	-58.0	-14.0	0.480441	85.45	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.43	34.84
22.0	-58.0	-14.0	0.48172200000000004	85.42	34.84
22.0	-58.0	-14.0	0.480441	85.4	34.83
21.0	-58.0	-15.0	0.480441	85.38	34.83
22.0	-58.0	-14.0	0.48172200000000004	85.37	34.84
22.0	-58.0	-14.0	0.48172200000000004	85.37	34.84
22.0	-58.0	-14.0	0.480441	85.37	34.87
22.0	-57.0	-14.0	0.48172200000000004	85.37	34.84
22.0	-58.0	-14.0	0.480441	85.37	34.83
22.0	-58.0	-14.0	0.483004	85.38	34.84
22.0	-58.0	-14.0	0.48172200000000004	85.4	34.84
22.0	-58.0	-14.0	0.480441	85.42	34.87
22.0	-58.0	-14.0	0.483004	85.43	34.84
22.0	-58.0	-14.0	0.480441	85.43	34.87
22.0	-58.0	-14.0	0.480441	85.43	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.43	34.87
22.0	-58.0	-14.0	0.480441	85.45	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.47	34.87
22.0	-58.0	-14.0	0.480441	85.48	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.48	34.84
22.0	-58.0	-14.0	0.483004	85.48	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.48	34.87
21.0	-58.0	-14.0	0.483004	85.48	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.5	34.84
22.0	-58.0	-14.0	0.48172200000000004	85.52	34.84
22.0	-58.0	-14.0	0.48172200000000004	85.53	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.53	34.83
22.0	-58.0	-14.0	0.483004	85.53	34.87
22.0	-58.0	-14.0	0.480441	85.53	34.84
22.0	-58.0	-14.0	0.48172200000000004	85.53	34.84
22.0	-58.0	-14.0	0.480441	85.53	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.55	34.87
22.0	-58.0	-14.0	0.483004	85.55	34.87
22.0	-58.0	-15.0	0.48172200000000004	85.55	34.87
22.0	-58.0	-14.0	0.484285	85.55	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.55	34.87
22.0	-58.0	-15.0	0.48172200000000004	85.55	34.84
22.0	-58.0	-14.0	0.484285	85.55	34.89
22.0	-58.0	-14.0	0.48172200000000004	85.55	34.87
21.0	-58.0	-14.0	0.483004	85.55	34.84
22.0	-58.0	-14.0	0.48172200000000004	85.55	34.84
22.0	-58.0	-14.0	0.48172200000000004	85.55	34.89
22.0	-58.0	-14.0	0.48172200000000004	85.55	34.87
22.0	-58.0	-14.0	0.483004	85.55	34.87
22.0	-58.0	-14.0	0.484285	85.55	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.57	34.89
22.0	-58.0	-14.0	0.483004	85.58	34.89
22.0	-58.0	-14.0	0.48172200000000004	85.6	34.87
22.0	-58.0	-14.0	0.484285	85.62	34.89
22.0	-58.0	-14.0	0.485566	85.63	34.87
22.0	-58.0	-14.0	0.483004	85.65	34.87
22.0	-58.0	-14.0	0.483004	85.68	34.87
22.0	-58.0	-14.0	0.48172200000000004	85.72	34.87
22.0	-58.0	-14.0	0.483004	85.75	34.87
22.0	-58.0	-14.0	0.484285	85.78	34.87
22.0	-58.0	-14.0	0.483004	85.82	34.89
22.0	-58.0	-14.0	0.485566	85.85	34.89
22.0	-58.0	-14.0	0.484285	85.88	34.89
22.0	-58.0	-14.0	0.484285	85.92	34.87
22.0	-58.0	-14.0	0.484285	85.93	34.89
22.0	-58.0	-14.0	0.483004	85.95	34.89
22.0	-58.0	-14.0	0.485566	85.97	34.87
22.0	-58.0	-14.0	0.484285	85.98	34.89
21.0	-58.0	-14.0	0.483004	85.98	34.87
22.0	-58.0	-14.0	0.484285	85.98	34.89
22.0	-57.0	-14.0	0.484285	85.98	34.89
22.0	-58.0	-14.0	0.483004	85.98	34.89
22.0	-57.0	-14.0	0.48684700000000003	85.98	34.89
22.0	-58.0	-14.0	0.483004	85.98	34.87
22.0	-58.0	-14.0	0.484285	85.97	34.87
22.0	-58.0	-14.0	0.483004	85.95	34.89
22.0	-58.0	-14.0	0.483004	85.93	34.89
22.0	-58.0	-14.0	0.485566	85.92	34.87
21.0	-58.0	-14.0	0.484285	85.9	34.91
22.0	-58.0	-14.0	0.484285	85.88	34.87
22.0	-58.0	-14.0	0.483004	85.87	34.87
22.0	-58.0	-14.0	0.484285	85.83	34.87
22.0	-58.0	-15.0	0.485566	85.8	34.87
22.0	-58.0	-14.0	0.485566	85.77	34.87
22.0	-58.0	-14.0	0.484285	85.73	34.89
22.0	-58.0	-14.0	0.483004	85.7	34.87
22.0	-58.0	-14.0	0.484285	85.68	34.89
22.0	-58.0	-14.0	0.484285	85.65	34.91
22.0	-58.0	-14.0	0.484285	85.63	34.89
22.0	-58.0	-14.0	0.48172200000000004	85.62	34.91
22.0	-58.0	-14.0	0.483004	85.6	34.87
22.0	-58.0	-14.0	0.484285	85.6	34.89
22.0	-58.0	-14.0	0.484285	85.6	34.89
22.0	-58.0	-14.0	0.484285	85.6	34.89
22.0	-58.0	-14.0	0.48812799999999995	85.58	34.89
22.0	-58.0	-14.0	0.484285	85.57	34.89
22.0	-58.0	-14.0	0.484285	85.55	34.89
22.0	-58.0	-14.0	0.484285	85.55	34.89
22.0	-58.0	-14.0	0.484285	85.55	34.89
22.0	-58.0	-14.0	0.485566	85.55	34.91
22.0	-58.0	-14.0	0.484285	85.55	34.89
22.0	-58.0	-14.0	0.485566	85.55	34.89
22.0	-58.0	-14.0	0.484285	85.55	34.91
22.0	-58.0	-14.0	0.485566	85.55	34.91
22.0	-58.0	-14.0	0.484285	85.55	34.89
22.0	-58.0	-14.0	0.48684700000000003	85.57	34.89
22.0	-58.0	-14.0	0.485566	85.58	34.91
22.0	-58.0	-14.0	0.484285	85.6	34.91
22.0	-58.0	-14.0	0.485566	85.62	34.89
22.0	-58.0	-14.0	0.484285	85.63	34.87
22.0	-58.0	-14.0	0.485566	85.65	34.87
22.0	-58.0	-14.0	0.485566	85.67	34.89
22.0	-58.0	-14.0	0.484285	85.68	34.91
22.0	-58.0	-14.0	0.485566	85.7	34.89
22.0	-58.0	-14.0	0.48684700000000003	85.72	34.91
22.0	-58.0	-14.0	0.485566	85.73	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.73	34.89
22.0	-58.0	-14.0	0.485566	85.73	34.89
22.0	-58.0	-14.0	0.485566	85.72	34.89
22.0	-58.0	-14.0	0.48684700000000003	85.7	34.91
22.0	-58.0	-14.0	0.485566	85.68	34.89
22.0	-58.0	-14.0	0.485566	85.67	34.89
22.0	-58.0	-14.0	0.485566	85.65	34.91
22.0	-58.0	-14.0	0.48684700000000003	85.63	34.87
22.0	-58.0	-14.0	0.48684700000000003	85.62	34.91
22.0	-58.0	-14.0	0.485566	85.6	34.91
22.0	-58.0	-14.0	0.48684700000000003	85.58	34.89
22.0	-58.0	-14.0	0.48684700000000003	85.57	34.91
22.0	-58.0	-14.0	0.48684700000000003	85.57	34.87
22.0	-58.0	-14.0	0.48812799999999995	85.57	34.89
22.0	-58.0	-14.0	0.48684700000000003	85.57	34.89
22.0	-58.0	-14.0	0.485566	85.57	34.91
22.0	-58.0	-14.0	0.48684700000000003	85.57	34.91
22.0	-58.0	-14.0	0.48684700000000003	85.57	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.58	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.6	34.95
22.0	-58.0	-14.0	0.48684700000000003	85.62	34.89
22.0	-58.0	-14.0	0.48684700000000003	85.63	34.93
22.0	-58.0	-14.0	0.48941	85.65	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.67	34.91
22.0	-58.0	-14.0	0.48684700000000003	85.68	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.72	34.93
22.0	-58.0	-14.0	0.485566	85.75	34.93
22.0	-58.0	-14.0	0.48684700000000003	85.78	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.82	34.93
22.0	-57.0	-14.0	0.48684700000000003	85.85	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.87	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.9	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.92	34.91
22.0	-58.0	-14.0	0.491972	85.92	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.93	34.89
22.0	-58.0	-14.0	0.48812799999999995	85.93	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.93	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.93	34.91
22.0	-58.0	-14.0	0.48812799999999995	85.95	34.93
22.0	-58.0	-14.0	0.48941	85.97	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.98	34.93
22.0	-58.0	-14.0	0.48812799999999995	86.0	34.93
22.0	-58.0	-14.0	0.48941	86.02	34.91
22.0	-58.0	-14.0	0.490691	86.03	34.93
22.0	-58.0	-14.0	0.48812799999999995	86.05	34.91
22.0	-58.0	-14.0	0.48941	86.07	34.95
22.0	-58.0	-14.0	0.48812799999999995	86.1	34.93
22.0	-58.0	-14.0	0.48941	86.12	34.91
22.0	-58.0	-14.0	0.490691	86.15	34.93
22.0	-58.0	-14.0	0.48941	86.15	34.93
22.0	-58.0	-14.0	0.48941	86.15	34.93
22.0	-58.0	-14.0	0.48812799999999995	86.15	34.93
22.0	-58.0	-14.0	0.48941	86.15	34.93
22.0	-58.0	-14.0	0.48812799999999995	86.15	34.93
22.0	-57.0	-14.0	0.48941	86.13	34.93
22.0	-58.0	-14.0	0.493253	86.1	34.91
22.0	-58.0	-14.0	0.48941	86.07	34.91
22.0	-58.0	-14.0	0.48941	86.03	34.93
22.0	-58.0	-14.0	0.48812799999999995	86.02	34.93
22.0	-58.0	-14.0	0.48812799999999995	86.0	34.91
21.0	-58.0	-14.0	0.48812799999999995	85.97	34.95
22.0	-58.0	-14.0	0.48941	85.93	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.92	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.92	34.95
22.0	-58.0	-14.0	0.490691	85.92	34.93
22.0	-58.0	-14.0	0.490691	85.9	34.91
22.0	-58.0	-14.0	0.48941	85.88	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.87	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.87	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.87	34.93
22.0	-58.0	-14.0	0.48812799999999995	85.87	34.95
22.0	-58.0	-14.0	0.48812799999999995	85.87	34.93
22.0	-57.0	-14.0	0.48941	85.87	34.95
22.0	-58.0	-14.0	0.490691	85.87	34.95
22.0	-58.0	-14.0	0.48941	85.87	34.93
22.0	-58.0	-14.0	0.48941	85.87	34.95
22.0	-58.0	-14.0	0.48941	85.87	34.93
22.0	-58.0	-14.0	0.491972	85.87	34.95
22.0	-58.0	-14.0	0.490691	85.85	34.93
22.0	-58.0	-14.0	0.48941	85.83	34.93
22.0	-58.0	-14.0	0.490691	85.82	34.93
22.0	-58.0	-14.0	0.491972	85.82	34.93
22.0	-58.0	-14.0	0.48941	85.82	34.93
22.0	-58.0	-14.0	0.490691	85.82	34.93
22.0	-58.0	-14.0	0.48941	85.82	34.95
22.0	-58.0	-14.0	0.490691	85.8	34.93
22.0	-58.0	-14.0	0.491972	85.8	34.91
22.0	-58.0	-14.0	0.48941	85.8	34.91
22.0	-58.0	-14.0	0.493253	85.8	34.93
22.0	-58.0	-14.0	0.48941	85.8	34.93
22.0	-58.0	-14.0	0.490691	85.8	34.95
22.0	-58.0	-14.0	0.490691	85.78	34.95
22.0	-58.0	-14.0	0.490691	85.77	34.93
22.0	-58.0	-14.0	0.491972	85.77	34.93
22.0	-58.0	-14.0	0.491972	85.75	34.93
22.0	-58.0	-14.0	0.490691	85.73	34.95
22.0	-58.0	-14.0	0.491972	85.72	34.95
22.0	-58.0	-14.0	0.493253	85.7	34.93
22.0	-58.0	-14.0	0.48941	85.68	34.91
22.0	-58.0	-14.0	0.493253	85.67	34.93
22.0	-58.0	-14.0	0.490691	85.65	34.95
22.0	-58.0	-14.0	0.491972	85.63	34.95
21.0	-58.0	-14.0	0.493253	85.62	34.93
22.0	-58.0	-14.0	0.491972	85.6	34.93
22.0	-58.0	-14.0	0.491972	85.58	34.93
21.0	-58.0	-14.0	0.493253	85.57	34.93
22.0	-58.0	-14.0	0.491972	85.53	34.95
22.0	-58.0	-14.0	0.491972	85.52	34.95
22.0	-58.0	-14.0	0.491972	85.48	34.95
22.0	-58.0	-14.0	0.491972	85.47	34.93
22.0	-58.0	-14.0	0.49581499999999995	85.45	34.93
22.0	-58.0	-14.0	0.491972	85.43	34.95
22.0	-58.0	-14.0	0.491972	85.42	34.93
22.0	-58.0	-14.0	0.491972	85.4	34.95
22.0	-58.0	-14.0	0.491972	85.38	34.93
22.0	-58.0	-14.0	0.493253	85.38	34.93
22.0	-58.0	-14.0	0.490691	85.38	34.95
22.0	-58.0	-14.0	0.491972	85.38	34.95
22.0	-58.0	-14.0	0.493253	85.37	34.91
22.0	-58.0	-14.0	0.491972	85.35	34.95
22.0	-58.0	-14.0	0.491972	85.35	34.95
22.0	-58.0	-14.0	0.49453400000000003	85.35	34.95
22.0	-58.0	-14.0	0.493253	85.35	34.93
22.0	-58.0	-14.0	0.493253	85.33	34.93
21.0	-58.0	-14.0	0.491972	85.32	34.95
22.0	-58.0	-14.0	0.491972	85.32	34.95
22.0	-58.0	-14.0	0.491972	85.32	34.93
22.0	-58.0	-14.0	0.493253	85.32	34.95
22.0	-58.0	-14.0	0.491972	85.33	34.95
22.0	-58.0	-14.0	0.491972	85.35	34.95
22.0	-58.0	-14.0	0.493253	85.37	34.95
22.0	-58.0	-14.0	0.491972	85.38	34.93
22.0	-58.0	-14.0	0.49581499999999995	85.4	34.95
22.0	-58.0	-14.0	0.493253	85.42	34.95
22.0	-58.0	-14.0	0.493253	85.43	34.95
22.0	-58.0	-14.0	0.491972	85.45	34.95
22.0	-58.0	-14.0	0.493253	85.47	34.95
22.0	-58.0	-14.0	0.493253	85.48	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.5	34.93
22.0	-58.0	-14.0	0.493253	85.52	34.93
22.0	-58.0	-15.0	0.49453400000000003	85.52	34.93
22.0	-58.0	-14.0	0.49453400000000003	85.5	34.93
22.0	-58.0	-14.0	0.49453400000000003	85.48	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.47	34.93
22.0	-58.0	-14.0	0.493253	85.45	34.95
22.0	-58.0	-14.0	0.49453400000000003	85.43	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.4	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.37	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.33	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.3	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.27	34.95
22.0	-58.0	-14.0	0.49453400000000003	85.25	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.23	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.22	34.95
22.0	-58.0	-14.0	0.497097	85.2	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-15.0	0.49453400000000003	85.2	34.99
22.0	-58.0	-14.0	0.497097	85.2	34.95
22.0	-58.0	-14.0	0.498378	85.2	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.95
22.0	-58.0	-14.0	0.49453400000000003	85.2	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.2	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.93
22.0	-58.0	-14.0	0.499659	85.2	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.2	34.95
21.0	-58.0	-14.0	0.49453400000000003	85.2	34.99
22.0	-57.0	-14.0	0.49453400000000003	85.2	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.2	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-14.0	0.497097	85.2	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.2	34.97
21.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-14.0	0.498378	85.2	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.2	34.99
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-14.0	0.497097	85.2	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.95
22.0	-58.0	-14.0	0.49453400000000003	85.2	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-14.0	0.497097	85.2	34.99
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.2	34.97
22.0	-58.0	-14.0	0.497097	85.2	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.18	34.97
22.0	-58.0	-14.0	0.497097	85.17	34.95
22.0	-58.0	-14.0	0.49453400000000003	85.15	34.97
21.0	-58.0	-14.0	0.49453400000000003	85.13	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.12	34.95
22.0	-58.0	-14.0	0.497097	85.1	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.08	34.97
22.0	-58.0	-14.0	0.497097	85.07	34.95
22.0	-58.0	-14.0	0.497097	85.05	34.95
22.0	-58.0	-14.0	0.49453400000000003	85.03	34.97
22.0	-58.0	-14.0	0.497097	85.02	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.0	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.0	34.95
22.0	-58.0	-14.0	0.49581499999999995	85.0	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.0	34.99
22.0	-58.0	-14.0	0.497097	85.0	34.97
22.0	-58.0	-14.0	0.49453400000000003	85.0	34.97
22.0	-58.0	-14.0	0.497097	85.0	34.97
21.0	-58.0	-14.0	0.49581499999999995	85.0	34.97
22.0	-58.0	-14.0	0.498378	85.0	34.97
21.0	-58.0	-14.0	0.497097	85.0	34.99
22.0	-58.0	-15.0	0.498378	85.0	34.97
21.0	-58.0	-14.0	0.498378	85.0	34.97
22.0	-58.0	-15.0	0.497097	85.0	34.99
22.0	-58.0	-14.0	0.497097	85.0	34.97
22.0	-58.0	-14.0	0.497097	85.0	34.97
22.0	-58.0	-14.0	0.497097	85.0	34.99
22.0	-58.0	-14.0	0.498378	85.02	34.97
22.0	-58.0	-14.0	0.497097	85.03	34.99
22.0	-58.0	-14.0	0.497097	85.05	34.99
22.0	-58.0	-14.0	0.497097	85.07	35.0
22.0	-58.0	-14.0	0.497097	85.1	34.97
22.0	-58.0	-14.0	0.5009399999999999	85.13	34.99
22.0	-58.0	-14.0	0.49453400000000003	85.17	34.99
22.0	-58.0	-14.0	0.497097	85.2	35.0
22.0	-58.0	-14.0	0.497097	85.22	34.97
22.0	-58.0	-14.0	0.49581499999999995	85.23	34.99
22.0	-58.0	-14.0	0.498378	85.25	34.97
22.0	-58.0	-14.0	0.498378	85.27	34.99
22.0	-58.0	-14.0	0.498378	85.28	35.0
22.0	-58.0	-14.0	0.49581499999999995	85.28	34.99
22.0	-58.0	-14.0	0.498378	85.28	34.97
22.0	-58.0	-14.0	0.497097	85.28	34.99
22.0	-58.0	-14.0	0.5009399999999999	85.28	34.97
22.0	-58.0	-14.0	0.497097	85.28	34.97
22.0	-58.0	-14.0	0.498378	85.28	34.99
22.0	-58.0	-14.0	0.49581499999999995	85.3	34.97
22.0	-58.0	-14.0	0.498378	85.32	34.97
22.0	-58.0	-14.0	0.498378	85.33	34.97
22.0	-58.0	-14.0	0.498378	85.35	34.97
21.0	-58.0	-14.0	0.499659	85.37	34.97
22.0	-58.0	-14.0	0.5009399999999999	85.38	34.97
22.0	-58.0	-14.0	0.499659	85.42	34.97
22.0	-58.0	-14.0	0.499659	85.43	34.97
22.0	-58.0	-14.0	0.498378	85.45	34.99
22.0	-58.0	-14.0	0.498378	85.47	34.97
22.0	-58.0	-14.0	0.5009399999999999	85.48	34.99
22.0	-58.0	-14.0	0.499659	85.5	34.97
22.0	-58.0	-14.0	0.498378	85.52	34.97
22.0	-58.0	-14.0	0.498378	85.53	34.99
22.0	-58.0	-14.0	0.499659	85.55	34.97
22.0	-58.0	-14.0	0.5009399999999999	85.57	34.99
22.0	-58.0	-14.0	0.499659	85.58	35.0
22.0	-58.0	-14.0	0.499659	85.6	34.99
22.0	-58.0	-14.0	0.498378	85.62	34.97
22.0	-58.0	-14.0	0.502221	85.63	34.99
22.0	-58.0	-14.0	0.498378	85.65	35.0
22.0	-58.0	-14.0	0.499659	85.67	34.99
22.0	-58.0	-14.0	0.5009399999999999	85.68	34.99
22.0	-58.0	-14.0	0.498378	85.7	34.99
22.0	-58.0	-14.0	0.499659	85.72	34.99
22.0	-58.0	-14.0	0.498378	85.73	35.0
22.0	-58.0	-14.0	0.499659	85.75	34.97
22.0	-58.0	-15.0	0.499659	85.75	35.0
22.0	-58.0	-14.0	0.499659	85.75	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.75	35.03
22.0	-58.0	-14.0	0.504784	85.75	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.77	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.78	34.99
22.0	-58.0	-14.0	0.499659	85.8	34.99
22.0	-58.0	-14.0	0.499659	85.82	34.99
22.0	-58.0	-14.0	0.499659	85.83	35.0
22.0	-58.0	-14.0	0.499659	85.85	34.99
22.0	-58.0	-14.0	0.5009399999999999	85.87	34.99
22.0	-58.0	-14.0	0.502221	85.88	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.9	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.92	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.9	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.88	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.87	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.85	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.82	35.0
21.0	-58.0	-14.0	0.502221	85.78	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.75	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.72	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.7	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.68	34.97
22.0	-58.0	-15.0	0.503502	85.67	35.0
22.0	-58.0	-14.0	0.504784	85.65	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.63	35.0
22.0	-58.0	-14.0	0.502221	85.63	35.0
22.0	-58.0	-14.0	0.502221	85.63	35.0
21.0	-58.0	-14.0	0.5009399999999999	85.65	34.99
22.0	-57.0	-14.0	0.502221	85.65	35.0
22.0	-58.0	-14.0	0.503502	85.67	34.99
22.0	-58.0	-14.0	0.5009399999999999	85.68	34.99
22.0	-58.0	-14.0	0.502221	85.68	35.0
22.0	-58.0	-14.0	0.502221	85.68	35.0
22.0	-58.0	-14.0	0.499659	85.68	35.0
22.0	-58.0	-14.0	0.504784	85.7	34.99
22.0	-58.0	-14.0	0.502221	85.7	35.0
22.0	-58.0	-14.0	0.502221	85.72	34.99
22.0	-58.0	-15.0	0.502221	85.72	35.0
22.0	-58.0	-14.0	0.504784	85.73	34.99
22.0	-58.0	-14.0	0.502221	85.75	34.97
22.0	-58.0	-14.0	0.504784	85.77	35.0
22.0	-58.0	-14.0	0.503502	85.78	34.99
21.0	-58.0	-14.0	0.503502	85.8	35.0
22.0	-58.0	-14.0	0.503502	85.82	34.99
22.0	-57.0	-14.0	0.503502	85.83	34.99
22.0	-58.0	-14.0	0.504784	85.85	35.0
22.0	-58.0	-14.0	0.502221	85.88	35.0
22.0	-58.0	-14.0	0.503502	85.92	34.99
22.0	-58.0	-14.0	0.504784	85.95	35.0
22.0	-58.0	-14.0	0.5009399999999999	85.97	35.0
22.0	-58.0	-14.0	0.503502	85.98	35.03
22.0	-58.0	-14.0	0.502221	86.0	35.0
22.0	-58.0	-14.0	0.503502	86.02	34.99
22.0	-58.0	-14.0	0.503502	86.03	35.0
22.0	-58.0	-15.0	0.503502	86.05	35.0
22.0	-58.0	-15.0	0.503502	86.07	34.99
22.0	-58.0	-14.0	0.506065	86.08	35.0
22.0	-58.0	-14.0	0.502221	86.1	34.99
22.0	-58.0	-14.0	0.503502	86.13	35.0
22.0	-58.0	-14.0	0.504784	86.17	35.0
22.0	-58.0	-14.0	0.503502	86.2	34.99
22.0	-58.0	-14.0	0.503502	86.23	35.03
22.0	-58.0	-14.0	0.503502	86.25	35.0
22.0	-58.0	-14.0	0.503502	86.27	35.0
21.0	-58.0	-14.0	0.503502	86.28	35.0
22.0	-58.0	-14.0	0.503502	86.3	34.99
22.0	-58.0	-14.0	0.503502	86.32	35.0
22.0	-58.0	-14.0	0.507346	86.33	35.0
22.0	-58.0	-14.0	0.503502	86.35	35.0
22.0	-58.0	-14.0	0.504784	86.37	35.0
22.0	-58.0	-14.0	0.504784	86.38	35.03
22.0	-58.0	-14.0	0.503502	86.4	35.0
22.0	-58.0	-14.0	0.504784	86.43	35.0
