col1	col2	col3	eda	hr	temp
-30.0	-24.0	51.0	0.423055	78.78	35.0
-30.0	-25.0	51.0	0.424336	78.83	35.0
-30.0	-24.0	51.0	0.421774	78.88	34.99
-30.0	-25.0	51.0	0.421774	78.93	34.99
-30.0	-24.0	51.0	0.423055	78.97	35.0
-30.0	-25.0	51.0	0.421774	79.0	34.99
-30.0	-24.0	51.0	0.423055	79.02	34.99
-30.0	-25.0	51.0	0.421774	79.03	34.99
-30.0	-24.0	51.0	0.420493	79.05	34.99
-30.0	-25.0	51.0	0.421774	79.07	34.99
-30.0	-25.0	51.0	0.420493	79.08	35.0
-30.0	-25.0	51.0	0.420493	79.1	34.99
-30.0	-24.0	51.0	0.420493	79.12	35.0
-30.0	-24.0	51.0	0.420493	79.13	35.0
-30.0	-24.0	51.0	0.420493	79.15	34.99
-30.0	-24.0	51.0	0.421774	79.18	35.0
-30.0	-25.0	51.0	0.420493	79.2	35.0
-30.0	-24.0	51.0	0.421774	79.22	35.0
-29.0	-24.0	51.0	0.423055	79.23	35.0
-30.0	-25.0	51.0	0.423055	79.27	35.0
-30.0	-25.0	51.0	0.420493	79.3	35.0
-30.0	-24.0	51.0	0.421774	79.33	35.03
-30.0	-25.0	51.0	0.421774	79.33	35.0
-30.0	-24.0	51.0	0.421774	79.35	35.0
-30.0	-25.0	51.0	0.420493	79.37	35.0
-30.0	-24.0	51.0	0.421774	79.38	35.03
-30.0	-25.0	51.0	0.421774	79.42	35.0
-30.0	-24.0	51.0	0.420493	79.45	35.0
-30.0	-24.0	51.0	0.424336	79.48	35.0
-30.0	-24.0	51.0	0.423055	79.52	35.0
-30.0	-25.0	51.0	0.421774	79.55	35.0
-30.0	-24.0	51.0	0.421774	79.6	34.99
-30.0	-24.0	51.0	0.420493	79.65	35.0
-30.0	-25.0	51.0	0.420493	79.7	35.0
-30.0	-25.0	51.0	0.424336	79.75	35.0
-30.0	-25.0	51.0	0.419212	79.78	34.99
-30.0	-24.0	51.0	0.423055	79.8	35.03
-30.0	-24.0	51.0	0.423055	79.82	35.0
-30.0	-24.0	51.0	0.421774	79.83	35.0
-30.0	-25.0	51.0	0.421774	79.85	35.0
-30.0	-24.0	51.0	0.423055	79.87	35.03
-29.0	-24.0	51.0	0.421774	79.87	35.03
-30.0	-24.0	51.0	0.423055	79.87	35.0
-30.0	-24.0	51.0	0.420493	79.87	35.03
-30.0	-25.0	51.0	0.423055	79.88	35.05
-30.0	-24.0	51.0	0.421774	79.9	35.05
-30.0	-24.0	51.0	0.421774	79.92	35.03
-30.0	-24.0	51.0	0.423055	79.93	35.0
-30.0	-24.0	51.0	0.423055	79.97	35.0
-30.0	-25.0	51.0	0.423055	80.0	35.03
-30.0	-24.0	51.0	0.423055	80.03	35.03
-30.0	-24.0	51.0	0.421774	80.05	35.03
-30.0	-24.0	51.0	0.421774	80.08	35.03
-30.0	-24.0	51.0	0.42561800000000005	80.12	35.03
-30.0	-24.0	51.0	0.423055	80.13	35.05
-30.0	-25.0	51.0	0.421774	80.15	35.0
-30.0	-24.0	51.0	0.420493	80.17	35.03
-30.0	-24.0	51.0	0.423055	80.17	35.03
-30.0	-25.0	51.0	0.420493	80.17	35.03
-30.0	-24.0	51.0	0.423055	80.17	35.03
-30.0	-24.0	51.0	0.423055	80.17	35.03
-30.0	-24.0	51.0	0.424336	80.17	35.0
-30.0	-24.0	51.0	0.424336	80.18	35.03
-30.0	-24.0	51.0	0.423055	80.2	35.03
-30.0	-24.0	51.0	0.423055	80.22	35.0
-30.0	-24.0	51.0	0.424336	80.25	35.03
-30.0	-25.0	51.0	0.421774	80.27	35.03
-30.0	-25.0	51.0	0.423055	80.28	35.03
-30.0	-24.0	51.0	0.424336	80.3	35.05
-30.0	-24.0	51.0	0.420493	80.32	35.03
-30.0	-24.0	51.0	0.421774	80.33	35.05
-30.0	-24.0	51.0	0.424336	80.35	35.05
-30.0	-24.0	51.0	0.421774	80.37	35.05
-30.0	-25.0	51.0	0.421774	80.38	35.05
-30.0	-24.0	52.0	0.424336	80.4	35.05
-30.0	-24.0	51.0	0.420493	80.4	35.07
-30.0	-24.0	51.0	0.423055	80.4	35.05
-30.0	-24.0	52.0	0.424336	80.4	35.05
-30.0	-24.0	51.0	0.421774	80.4	35.07
-30.0	-24.0	51.0	0.421774	80.38	35.03
-30.0	-24.0	51.0	0.423055	80.37	35.03
-30.0	-24.0	51.0	0.420493	80.35	35.05
-30.0	-25.0	51.0	0.423055	80.35	35.05
-30.0	-25.0	51.0	0.423055	80.33	35.05
-30.0	-24.0	51.0	0.421774	80.28	35.05
-30.0	-24.0	51.0	0.421774	80.2	35.03
-30.0	-24.0	51.0	0.423055	80.1	35.05
-30.0	-24.0	51.0	0.423055	80.02	35.05
-30.0	-25.0	51.0	0.421774	79.95	35.07
-30.0	-25.0	52.0	0.420493	79.92	35.05
-30.0	-24.0	51.0	0.421774	79.87	35.05
-29.0	-24.0	51.0	0.420493	79.83	35.03
-27.0	-24.0	51.0	0.421774	79.8	35.05
-29.0	-25.0	51.0	0.421774	79.78	35.03
-29.0	-25.0	51.0	0.420493	79.78	35.05
-29.0	-25.0	51.0	0.423055	79.8	35.05
-29.0	-25.0	52.0	0.424336	79.85	35.05
-29.0	-25.0	51.0	0.423055	79.88	35.03
-29.0	-25.0	51.0	0.423055	79.9	35.05
-29.0	-25.0	52.0	0.421774	79.92	35.05
-29.0	-25.0	51.0	0.423055	79.92	35.05
-29.0	-25.0	51.0	0.420493	79.92	35.03
-29.0	-25.0	51.0	0.421774	79.92	35.05
-29.0	-25.0	52.0	0.421774	79.92	35.05
-29.0	-25.0	52.0	0.419212	79.92	35.05
-29.0	-25.0	51.0	0.424336	79.92	35.05
-29.0	-25.0	51.0	0.424336	79.9	35.07
-29.0	-25.0	52.0	0.420493	79.88	35.05
-29.0	-25.0	51.0	0.423055	79.87	35.05
-29.0	-25.0	52.0	0.420493	79.83	35.07
-29.0	-25.0	51.0	0.423055	79.8	35.05
-29.0	-25.0	51.0	0.420493	79.78	35.05
-29.0	-25.0	52.0	0.421774	79.75	35.07
-29.0	-25.0	51.0	0.420493	79.72	35.05
-29.0	-25.0	51.0	0.423055	79.7	35.05
-29.0	-25.0	51.0	0.423055	79.68	35.07
-29.0	-25.0	51.0	0.421774	79.68	35.07
-29.0	-25.0	52.0	0.421774	79.68	35.05
-29.0	-25.0	51.0	0.423055	79.68	35.05
-29.0	-25.0	51.0	0.421774	79.68	35.05
-29.0	-25.0	51.0	0.420493	79.68	35.05
-29.0	-25.0	52.0	0.423055	79.68	35.07
-29.0	-25.0	52.0	0.421774	79.67	35.05
-29.0	-25.0	51.0	0.421774	79.65	35.07
-29.0	-25.0	51.0	0.420493	79.63	35.07
-29.0	-25.0	52.0	0.421774	79.62	35.09
-29.0	-25.0	52.0	0.421774	79.62	35.05
-29.0	-25.0	51.0	0.421774	79.62	35.07
-29.0	-24.0	51.0	0.421774	79.62	35.07
-29.0	-25.0	51.0	0.424336	79.62	35.03
-29.0	-25.0	52.0	0.423055	79.62	35.05
-29.0	-25.0	51.0	0.423055	79.62	35.07
-29.0	-25.0	51.0	0.423055	79.62	35.07
-29.0	-25.0	52.0	0.423055	79.62	35.07
-29.0	-25.0	51.0	0.420493	79.62	35.07
-29.0	-25.0	51.0	0.421774	79.62	35.07
-29.0	-25.0	51.0	0.424336	79.62	35.09
-29.0	-25.0	52.0	0.421774	79.62	35.09
-29.0	-25.0	51.0	0.420493	79.63	35.07
-29.0	-25.0	52.0	0.421774	79.63	35.07
-29.0	-25.0	52.0	0.423055	79.63	35.07
-29.0	-25.0	51.0	0.420493	79.63	35.07
-29.0	-24.0	51.0	0.421774	79.63	35.07
-29.0	-25.0	51.0	0.421774	79.63	35.07
-29.0	-25.0	52.0	0.420493	79.67	35.07
-29.0	-25.0	51.0	0.421774	79.73	35.07
-29.0	-25.0	52.0	0.421774	79.82	35.07
-29.0	-25.0	52.0	0.421774	79.87	35.07
-29.0	-25.0	52.0	0.423055	79.9	35.07
-29.0	-25.0	51.0	0.421774	79.9	35.07
-29.0	-25.0	52.0	0.423055	79.92	35.07
-29.0	-25.0	52.0	0.423055	79.9	35.09
-29.0	-25.0	51.0	0.421774	79.88	35.09
-29.0	-25.0	51.0	0.421774	79.85	35.07
-29.0	-25.0	52.0	0.420493	79.8	35.09
-29.0	-25.0	51.0	0.423055	79.73	35.07
-29.0	-25.0	51.0	0.421774	79.65	35.07
-29.0	-25.0	51.0	0.419212	79.58	35.09
-29.0	-25.0	51.0	0.423055	79.53	35.07
-29.0	-25.0	52.0	0.423055	79.48	35.09
-29.0	-25.0	51.0	0.421774	79.45	35.07
-29.0	-25.0	51.0	0.423055	79.42	35.07
-29.0	-25.0	51.0	0.424336	79.38	35.09
-29.0	-25.0	52.0	0.421774	79.35	35.11
-29.0	-25.0	51.0	0.42561800000000005	79.32	35.07
-29.0	-25.0	52.0	0.424336	79.28	35.07
-29.0	-25.0	51.0	0.423055	79.27	35.09
-29.0	-24.0	51.0	0.423055	79.25	35.07
-29.0	-25.0	52.0	0.420493	79.25	35.09
-29.0	-25.0	52.0	0.421774	79.25	35.09
-29.0	-25.0	52.0	0.423055	79.25	35.09
-29.0	-25.0	52.0	0.423055	79.25	35.09
-29.0	-25.0	51.0	0.421774	79.25	35.11
-29.0	-25.0	52.0	0.423055	79.25	35.09
-29.0	-25.0	52.0	0.423055	79.25	35.09
-29.0	-25.0	51.0	0.420493	79.25	35.11
-29.0	-25.0	51.0	0.423055	79.22	35.09
-29.0	-25.0	52.0	0.424336	79.18	35.11
-29.0	-25.0	52.0	0.421774	79.15	35.07
-29.0	-25.0	51.0	0.421774	79.12	35.09
-29.0	-24.0	51.0	0.423055	79.08	35.09
-29.0	-25.0	52.0	0.421774	79.03	35.09
-29.0	-25.0	51.0	0.423055	79.0	35.09
-29.0	-25.0	51.0	0.423055	78.97	35.07
-29.0	-25.0	51.0	0.424336	78.93	35.09
-29.0	-25.0	51.0	0.423055	78.92	35.09
-29.0	-24.0	52.0	0.420493	78.9	35.09
-29.0	-25.0	52.0	0.420493	78.88	35.11
-29.0	-25.0	52.0	0.420493	78.87	35.09
-29.0	-25.0	52.0	0.419212	78.85	35.11
-29.0	-25.0	52.0	0.421774	78.85	35.09
-29.0	-25.0	51.0	0.423055	78.85	35.11
-29.0	-25.0	52.0	0.421774	78.85	35.11
-29.0	-25.0	51.0	0.423055	78.85	35.11
-29.0	-25.0	52.0	0.423055	78.85	35.11
-29.0	-24.0	51.0	0.42561800000000005	78.85	35.11
-29.0	-25.0	51.0	0.420493	78.85	35.09
-29.0	-25.0	52.0	0.423055	78.85	35.09
-29.0	-25.0	52.0	0.421774	78.83	35.09
-29.0	-25.0	52.0	0.423055	78.83	35.11
-29.0	-25.0	51.0	0.424336	78.83	35.11
-29.0	-25.0	51.0	0.423055	78.82	35.13
-29.0	-25.0	51.0	0.419212	78.8	35.11
-29.0	-25.0	51.0	0.420493	78.78	35.11
-29.0	-25.0	52.0	0.421774	78.77	35.11
-29.0	-25.0	52.0	0.421774	78.75	35.11
-29.0	-25.0	52.0	0.421774	78.73	35.13
-29.0	-25.0	52.0	0.421774	78.73	35.09
-29.0	-25.0	51.0	0.421774	78.73	35.11
-29.0	-25.0	52.0	0.420493	78.73	35.07
-29.0	-25.0	51.0	0.420493	78.73	35.09
-29.0	-25.0	52.0	0.421774	78.75	35.11
-29.0	-25.0	51.0	0.420493	78.77	35.11
-29.0	-25.0	52.0	0.424336	78.78	35.09
-29.0	-25.0	51.0	0.423055	78.78	35.11
-29.0	-25.0	51.0	0.421774	78.78	35.13
-29.0	-25.0	51.0	0.420493	78.78	35.11
-29.0	-25.0	51.0	0.424336	78.78	35.09
-29.0	-25.0	51.0	0.424336	78.77	35.09
-29.0	-25.0	51.0	0.421774	78.75	35.09
-29.0	-25.0	51.0	0.421774	78.73	35.11
-29.0	-25.0	51.0	0.421774	78.72	35.09
-29.0	-25.0	51.0	0.420493	78.7	35.09
-29.0	-25.0	52.0	0.421774	78.68	35.09
-29.0	-25.0	52.0	0.420493	78.67	35.11
-29.0	-25.0	51.0	0.421774	78.65	35.11
-29.0	-25.0	51.0	0.421774	78.63	35.11
-29.0	-25.0	51.0	0.423055	78.62	35.11
-29.0	-25.0	52.0	0.424336	78.6	35.09
-29.0	-25.0	51.0	0.420493	78.58	35.09
-29.0	-24.0	51.0	0.420493	78.57	35.11
-29.0	-25.0	51.0	0.421774	78.55	35.09
-29.0	-25.0	51.0	0.421774	78.53	35.11
-29.0	-25.0	51.0	0.421774	78.52	35.09
-29.0	-25.0	52.0	0.423055	78.52	35.09
-29.0	-25.0	51.0	0.420493	78.52	35.11
-29.0	-25.0	52.0	0.423055	78.53	35.11
-29.0	-25.0	52.0	0.423055	78.55	35.09
-29.0	-24.0	51.0	0.421774	78.57	35.09
-29.0	-25.0	52.0	0.421774	78.58	35.11
-29.0	-25.0	52.0	0.423055	78.6	35.11
-29.0	-25.0	52.0	0.421774	78.63	35.13
-29.0	-25.0	51.0	0.421774	78.65	35.11
-29.0	-25.0	51.0	0.423055	78.67	35.11
-29.0	-25.0	52.0	0.421774	78.7	35.11
-29.0	-25.0	52.0	0.423055	78.72	35.11
-29.0	-25.0	52.0	0.421774	78.72	35.11
-29.0	-24.0	52.0	0.419212	78.72	35.11
-29.0	-25.0	52.0	0.420493	78.72	35.11
-29.0	-25.0	51.0	0.420493	78.72	35.13
-29.0	-25.0	52.0	0.421774	78.7	35.11
-29.0	-25.0	51.0	0.421774	78.67	35.09
-29.0	-25.0	51.0	0.421774	78.63	35.11
-29.0	-24.0	52.0	0.421774	78.6	35.13
-29.0	-25.0	51.0	0.420493	78.57	35.11
-29.0	-25.0	51.0	0.424336	78.53	35.11
-29.0	-24.0	52.0	0.423055	78.5	35.11
-29.0	-25.0	52.0	0.421774	78.45	35.11
-29.0	-25.0	52.0	0.423055	78.4	35.11
-29.0	-25.0	52.0	0.423055	78.37	35.11
-29.0	-24.0	51.0	0.423055	78.32	35.11
-29.0	-25.0	51.0	0.424336	78.28	35.09
-29.0	-25.0	52.0	0.420493	78.27	35.11
-29.0	-25.0	51.0	0.423055	78.25	35.11
-29.0	-25.0	52.0	0.423055	78.22	35.13
-29.0	-25.0	52.0	0.424336	78.2	35.13
-29.0	-25.0	52.0	0.421774	78.18	35.15
-29.0	-25.0	51.0	0.421774	78.17	35.13
-29.0	-25.0	51.0	0.423055	78.15	35.11
-29.0	-25.0	51.0	0.421774	78.13	35.11
-29.0	-25.0	52.0	0.423055	78.12	35.11
-29.0	-25.0	52.0	0.424336	78.1	35.13
-29.0	-25.0	52.0	0.423055	78.08	35.13
-29.0	-25.0	52.0	0.42561800000000005	78.07	35.09
-29.0	-25.0	52.0	0.424336	78.08	35.13
-29.0	-25.0	51.0	0.421774	78.1	35.13
-29.0	-25.0	52.0	0.423055	78.12	35.13
-29.0	-24.0	52.0	0.423055	78.13	35.13
-29.0	-24.0	52.0	0.423055	78.17	35.13
-29.0	-25.0	52.0	0.421774	78.2	35.13
-29.0	-25.0	52.0	0.423055	78.25	35.13
-29.0	-25.0	51.0	0.424336	78.3	35.13
-29.0	-24.0	51.0	0.424336	78.35	35.13
-29.0	-25.0	52.0	0.424336	78.4	35.13
-29.0	-25.0	51.0	0.423055	78.45	35.13
-29.0	-25.0	52.0	0.420493	78.5	35.13
-29.0	-25.0	52.0	0.423055	78.55	35.13
-29.0	-25.0	52.0	0.424336	78.6	35.13
-29.0	-25.0	51.0	0.424336	78.63	35.13
-29.0	-25.0	51.0	0.42561800000000005	78.67	35.13
-29.0	-25.0	51.0	0.421774	78.68	35.15
-29.0	-25.0	51.0	0.426899	78.7	35.15
-29.0	-25.0	52.0	0.424336	78.72	35.13
-29.0	-25.0	52.0	0.421774	78.73	35.11
-29.0	-25.0	51.0	0.42561800000000005	78.72	35.11
-29.0	-25.0	51.0	0.424336	78.7	35.15
-29.0	-25.0	52.0	0.421774	78.68	35.15
-29.0	-25.0	52.0	0.421774	78.67	35.13
-29.0	-25.0	52.0	0.421774	78.65	35.15
-29.0	-25.0	52.0	0.423055	78.63	35.15
-29.0	-25.0	51.0	0.421774	78.62	35.15
-29.0	-24.0	51.0	0.424336	78.6	35.15
-29.0	-25.0	52.0	0.424336	78.58	35.15
-29.0	-25.0	51.0	0.421774	78.57	35.15
-29.0	-25.0	52.0	0.426899	78.53	35.13
-29.0	-25.0	52.0	0.42561800000000005	78.5	35.13
-29.0	-25.0	51.0	0.421774	78.48	35.15
-29.0	-25.0	52.0	0.423055	78.47	35.13
-29.0	-25.0	51.0	0.42561800000000005	78.45	35.15
-29.0	-25.0	52.0	0.42561800000000005	78.43	35.15
-29.0	-24.0	51.0	0.423055	78.42	35.13
-29.0	-25.0	51.0	0.424336	78.42	35.15
-29.0	-25.0	52.0	0.424336	78.42	35.15
-29.0	-25.0	51.0	0.420493	78.43	35.15
-29.0	-25.0	52.0	0.421774	78.45	35.16
-29.0	-25.0	52.0	0.424336	78.47	35.13
-29.0	-25.0	52.0	0.42561800000000005	78.48	35.15
-29.0	-25.0	52.0	0.424336	78.52	35.15
-29.0	-25.0	51.0	0.423055	78.55	35.15
-29.0	-25.0	52.0	0.423055	78.57	35.15
-29.0	-25.0	52.0	0.423055	78.6	35.15
-29.0	-25.0	51.0	0.423055	78.63	35.16
-29.0	-25.0	52.0	0.424336	78.65	35.16
-29.0	-25.0	51.0	0.421774	78.67	35.15
-29.0	-25.0	51.0	0.423055	78.7	35.15
-29.0	-25.0	51.0	0.426899	78.72	35.16
-29.0	-25.0	51.0	0.424336	78.73	35.15
-29.0	-24.0	52.0	0.42561800000000005	78.75	35.15
-29.0	-25.0	51.0	0.424336	78.77	35.16
-29.0	-25.0	51.0	0.42561800000000005	78.78	35.15
-29.0	-25.0	52.0	0.423055	78.78	35.15
-29.0	-25.0	52.0	0.424336	78.78	35.16
-29.0	-25.0	51.0	0.423055	78.78	35.15
-29.0	-25.0	52.0	0.423055	78.78	35.15
-29.0	-25.0	52.0	0.424336	78.77	35.15
-29.0	-25.0	51.0	0.424336	78.75	35.13
-29.0	-25.0	51.0	0.423055	78.73	35.15
-29.0	-24.0	52.0	0.424336	78.72	35.16
-29.0	-24.0	52.0	0.42561800000000005	78.7	35.15
-29.0	-25.0	52.0	0.424336	78.68	35.15
-29.0	-25.0	51.0	0.424336	78.65	35.15
-29.0	-25.0	52.0	0.424336	78.62	35.16
-29.0	-25.0	51.0	0.42561800000000005	78.58	35.13
-29.0	-25.0	51.0	0.423055	78.55	35.15
-29.0	-25.0	52.0	0.424336	78.52	35.13
-29.0	-25.0	51.0	0.423055	78.48	35.16
-29.0	-25.0	51.0	0.423055	78.47	35.15
-29.0	-25.0	51.0	0.42561800000000005	78.43	35.13
-29.0	-25.0	52.0	0.42561800000000005	78.42	35.15
-29.0	-25.0	51.0	0.42561800000000005	78.38	35.13
-29.0	-24.0	51.0	0.423055	78.37	35.13
-29.0	-25.0	52.0	0.424336	78.35	35.13
-29.0	-25.0	51.0	0.424336	78.33	35.13
-29.0	-25.0	52.0	0.423055	78.32	35.15
-29.0	-25.0	52.0	0.42561800000000005	78.32	35.15
-29.0	-25.0	52.0	0.42561800000000005	78.32	35.15
-29.0	-25.0	51.0	0.424336	78.32	35.15
-29.0	-25.0	52.0	0.423055	78.32	35.15
-29.0	-25.0	51.0	0.42561800000000005	78.32	35.13
-29.0	-25.0	52.0	0.423055	78.32	35.15
-29.0	-25.0	51.0	0.424336	78.32	35.16
-29.0	-24.0	51.0	0.424336	78.32	35.15
-29.0	-25.0	52.0	0.424336	78.33	35.13
-29.0	-25.0	51.0	0.42561800000000005	78.35	35.13
-29.0	-25.0	51.0	0.426899	78.37	35.15
-29.0	-25.0	51.0	0.424336	78.38	35.13
-29.0	-25.0	51.0	0.423055	78.4	35.13
-29.0	-25.0	51.0	0.421774	78.42	35.15
-29.0	-25.0	52.0	0.424336	78.45	35.16
-29.0	-25.0	52.0	0.42561800000000005	78.48	35.13
-29.0	-25.0	52.0	0.42561800000000005	78.52	35.16
-29.0	-25.0	51.0	0.424336	78.55	35.16
-29.0	-25.0	52.0	0.424336	78.57	35.16
-29.0	-25.0	51.0	0.42561800000000005	78.57	35.16
-29.0	-25.0	51.0	0.423055	78.57	35.15
-29.0	-25.0	52.0	0.424336	78.57	35.16
-29.0	-25.0	52.0	0.42561800000000005	78.57	35.13
-29.0	-25.0	51.0	0.42561800000000005	78.57	35.15
-29.0	-25.0	52.0	0.424336	78.57	35.16
-29.0	-25.0	52.0	0.426899	78.57	35.15
-29.0	-25.0	52.0	0.426899	78.57	35.15
-29.0	-25.0	51.0	0.42561800000000005	78.58	35.16
-29.0	-24.0	52.0	0.424336	78.6	35.16
-29.0	-25.0	51.0	0.42561800000000005	78.62	35.16
-29.0	-25.0	51.0	0.424336	78.63	35.16
-29.0	-25.0	51.0	0.42561800000000005	78.65	35.16
-29.0	-25.0	51.0	0.424336	78.67	35.16
-29.0	-24.0	52.0	0.424336	78.68	35.16
-29.0	-25.0	52.0	0.423055	78.7	35.16
-29.0	-25.0	52.0	0.423055	78.72	35.16
-29.0	-25.0	51.0	0.424336	78.75	35.16
-29.0	-25.0	51.0	0.42561800000000005	78.78	35.16
-29.0	-25.0	51.0	0.424336	78.82	35.15
-29.0	-25.0	52.0	0.424336	78.85	35.16
-29.0	-25.0	51.0	0.42561800000000005	78.88	35.16
-29.0	-24.0	51.0	0.424336	78.92	35.16
-29.0	-25.0	51.0	0.424336	78.95	35.16
-29.0	-25.0	52.0	0.424336	78.98	35.15
-29.0	-25.0	52.0	0.42561800000000005	79.02	35.15
-29.0	-25.0	52.0	0.424336	79.05	35.15
-29.0	-25.0	51.0	0.42561800000000005	79.08	35.16
-29.0	-25.0	52.0	0.423055	79.12	35.15
-29.0	-25.0	51.0	0.42561800000000005	79.15	35.16
-29.0	-25.0	51.0	0.42561800000000005	79.18	35.15
-29.0	-25.0	51.0	0.424336	79.22	35.16
-29.0	-25.0	52.0	0.423055	79.25	35.16
-29.0	-25.0	52.0	0.424336	79.27	35.16
-29.0	-25.0	52.0	0.42561800000000005	79.3	35.15
-29.0	-25.0	52.0	0.423055	79.32	35.15
-29.0	-25.0	52.0	0.426899	79.35	35.16
-29.0	-25.0	52.0	0.42561800000000005	79.38	35.16
-29.0	-25.0	51.0	0.424336	79.42	35.16
-29.0	-25.0	51.0	0.424336	79.45	35.16
-29.0	-25.0	52.0	0.426899	79.48	35.16
-29.0	-25.0	52.0	0.426899	79.52	35.15
-29.0	-25.0	52.0	0.426899	79.55	35.15
-29.0	-25.0	51.0	0.42561800000000005	79.58	35.16
-29.0	-25.0	51.0	0.426899	79.62	35.16
-29.0	-25.0	52.0	0.424336	79.65	35.16
-29.0	-25.0	52.0	0.424336	79.68	35.18
-29.0	-25.0	51.0	0.426899	79.72	35.18
-29.0	-25.0	51.0	0.424336	79.75	35.15
-29.0	-25.0	51.0	0.424336	79.77	35.15
-29.0	-25.0	52.0	0.42561800000000005	79.78	35.16
-29.0	-25.0	52.0	0.42818	79.8	35.16
-29.0	-25.0	52.0	0.42561800000000005	79.82	35.16
-29.0	-25.0	51.0	0.42561800000000005	79.83	35.16
-29.0	-24.0	52.0	0.42561800000000005	79.85	35.18
-29.0	-25.0	52.0	0.42561800000000005	79.85	35.18
-29.0	-25.0	52.0	0.42561800000000005	79.85	35.18
-29.0	-25.0	51.0	0.42561800000000005	79.85	35.16
-29.0	-25.0	52.0	0.424336	79.85	35.18
-29.0	-25.0	52.0	0.426899	79.87	35.18
-29.0	-25.0	51.0	0.42561800000000005	79.88	35.18
-29.0	-25.0	51.0	0.424336	79.9	35.18
-29.0	-25.0	51.0	0.423055	79.92	35.18
-29.0	-25.0	52.0	0.426899	79.93	35.18
-29.0	-25.0	51.0	0.426899	79.93	35.18
-29.0	-25.0	52.0	0.424336	79.93	35.16
-29.0	-25.0	51.0	0.424336	79.93	35.16
-29.0	-25.0	51.0	0.42561800000000005	79.93	35.18
-29.0	-25.0	52.0	0.424336	79.92	35.18
-29.0	-24.0	52.0	0.42561800000000005	79.9	35.18
-29.0	-25.0	52.0	0.424336	79.88	35.16
-29.0	-25.0	52.0	0.423055	79.87	35.16
-29.0	-25.0	52.0	0.424336	79.85	35.18
-29.0	-25.0	52.0	0.424336	79.85	35.21
-29.0	-25.0	51.0	0.424336	79.85	35.18
-29.0	-25.0	51.0	0.42561800000000005	79.85	35.16
-29.0	-25.0	52.0	0.42561800000000005	79.85	35.18
-29.0	-25.0	52.0	0.423055	79.85	35.18
-29.0	-25.0	51.0	0.424336	79.85	35.18
-29.0	-25.0	51.0	0.423055	79.85	35.18
-29.0	-25.0	52.0	0.426899	79.85	35.21
-29.0	-25.0	52.0	0.424336	79.85	35.18
-29.0	-25.0	52.0	0.424336	79.85	35.18
-29.0	-25.0	52.0	0.42561800000000005	79.85	35.18
-29.0	-25.0	51.0	0.42561800000000005	79.85	35.18
-29.0	-25.0	52.0	0.424336	79.85	35.21
-29.0	-25.0	52.0	0.426899	79.85	35.16
-29.0	-25.0	52.0	0.424336	79.83	35.21
-29.0	-25.0	52.0	0.426899	79.82	35.16
-29.0	-25.0	52.0	0.42561800000000005	79.8	35.18
-29.0	-24.0	51.0	0.426899	79.78	35.16
-29.0	-25.0	51.0	0.424336	79.77	35.18
-29.0	-25.0	52.0	0.42561800000000005	79.75	35.18
-29.0	-25.0	52.0	0.426899	79.73	35.18
-29.0	-25.0	52.0	0.426899	79.72	35.18
-29.0	-25.0	52.0	0.42561800000000005	79.7	35.18
-29.0	-25.0	52.0	0.426899	79.7	35.16
-29.0	-25.0	52.0	0.426899	79.7	35.18
-29.0	-25.0	51.0	0.42561800000000005	79.7	35.18
-29.0	-24.0	52.0	0.423055	79.72	35.21
-29.0	-25.0	51.0	0.424336	79.73	35.21
-29.0	-25.0	51.0	0.424336	79.75	35.21
-29.0	-25.0	52.0	0.42561800000000005	79.77	35.16
-29.0	-25.0	52.0	0.426899	79.78	35.16
-29.0	-25.0	51.0	0.424336	79.8	35.21
-29.0	-25.0	51.0	0.42561800000000005	79.82	35.18
-29.0	-25.0	52.0	0.426899	79.82	35.18
-29.0	-25.0	51.0	0.42818	79.82	35.21
-29.0	-25.0	51.0	0.42818	79.82	35.21
-29.0	-25.0	52.0	0.42561800000000005	79.82	35.18
-29.0	-25.0	52.0	0.42561800000000005	79.8	35.21
-29.0	-24.0	52.0	0.42561800000000005	79.78	35.21
-29.0	-25.0	52.0	0.42561800000000005	79.77	35.18
-29.0	-25.0	52.0	0.42561800000000005	79.75	35.18
-29.0	-25.0	52.0	0.424336	79.73	35.21
-29.0	-25.0	52.0	0.424336	79.72	35.18
-29.0	-25.0	51.0	0.426899	79.7	35.21
-29.0	-25.0	52.0	0.426899	79.68	35.16
-29.0	-25.0	51.0	0.426899	79.67	35.18
-29.0	-25.0	52.0	0.429461	79.65	35.18
-29.0	-24.0	52.0	0.426899	79.63	35.18
-29.0	-25.0	52.0	0.423055	79.62	35.21
-29.0	-25.0	51.0	0.426899	79.62	35.21
-29.0	-25.0	52.0	0.42561800000000005	79.62	35.18
-29.0	-25.0	51.0	0.426899	79.63	35.18
-29.0	-25.0	52.0	0.42561800000000005	79.65	35.21
-29.0	-25.0	52.0	0.42561800000000005	79.67	35.16
-29.0	-25.0	52.0	0.42561800000000005	79.68	35.21
-29.0	-25.0	51.0	0.42818	79.7	35.16
-29.0	-25.0	52.0	0.42818	79.72	35.21
-29.0	-25.0	52.0	0.42818	79.73	35.18
-29.0	-25.0	51.0	0.42561800000000005	79.75	35.18
-29.0	-24.0	52.0	0.426899	79.77	35.21
-29.0	-25.0	52.0	0.42561800000000005	79.77	35.21
